Predictor variable,Categorical,Sample average
canopy.cover,false,0.736562488361811
downed.wood.cover,false,0.044399749445685116
elevation,false,427.8428645989834
grass.cover,false,0.44203832842863333
heat.load.index,false,0.5772227503550358
litter.cover,false,0.4273599993724089
slope,false,17.494006560398983
