Predictor variable,Categorical,Sample average
canopy.cover,false,0.6888929231044574
downed.wood.cover,false,0.043656101956796006
elevation,false,374.1819771008614
grass.cover,false,0.5213394252917706
heat.load.index,false,0.7196319424189054
litter.cover,false,0.3317683919882163
slope,false,19.96110892907167
