prediction,x,y,pres_abs,variables,plot
0.26325982191580244,-120.82930581905025,35.74504215702181,0,all,1
0.42412199778053494,-120.82880049264502,35.746153875113336,0,all,1
0.29457321838997597,-120.82869942736396,35.74635600567544,0,all,1
0.42782216487802804,-120.82859836208291,35.74665920151858,0,all,1
0.2576079377352035,-120.8294068843313,35.74514322230286,0,all,1
0.38011172386376246,-120.82930581905025,35.74534535286495,0,all,1
0.3702123908525584,-120.8292047537692,35.7456485487081,0,all,1
0.3028485162443717,-120.82960901489339,35.74514322230286,0,all,1
0.18302650316222238,-120.82950794961235,35.745446418146,0,all,1
0.3463900702990853,-120.82910368848816,35.746153875113336,0,all,1
0.3560859214099076,-120.82890155792606,35.74665920151858,0,all,1
0.11425383503483848,-120.82971008017445,35.74524428758391,0,all,1
0.21568760531830503,-120.82960901489339,35.745446418146,0,all,1
0.043172044744741324,-120.82991221073654,35.74524428758391,0,all,1
0.06512533939527047,-120.8298111454555,35.74554748342705,0,all,1
0.3444131986325565,-120.82971008017445,35.74574961398915,0,all,1
0.17052254924398239,-120.82950794961235,35.74605280983229,0,all,1
0.4567921454606645,-120.8294068843313,35.74625494039439,0,all,1
0.864315216919698,-120.82930581905025,35.74655813623753,0,all,1
-0.03488348285494906,-120.8300132760176,35.74534535286495,0,all,1
0.02557173064696172,-120.82991221073654,35.74554748342705,0,all,1
0.3671219345453448,-120.8298111454555,35.7458506792702,0,all,1
0.17052254924398239,-120.82971008017445,35.74605280983229,0,all,1
-0.03488348285494906,-120.83021540657968,35.74534535286495,0,all,1
0.17566039211281095,-120.83011434129864,35.7456485487081,0,all,1
0.18917291775173825,-120.8300132760176,35.7458506792702,0,all,1
0.3813384425234929,-120.82991221073654,35.746153875113336,0,all,1
0.4567921454606645,-120.82971008017445,35.74635600567544,0,all,1
-0.005956450894826659,-120.83031647186074,35.745446418146,0,all,1
0.2963482035201813,-120.83021540657968,35.7456485487081,0,all,1
0.2583658012934945,-120.83011434129864,35.74595174455124,0,all,1
0.3267175102948021,-120.8300132760176,35.746153875113336,0,all,1
0.34947671332140795,-120.82991221073654,35.74645707095648,0,all,1
0.06512533939527047,-120.83051860242283,35.745446418146,0,all,1
0.06512533939527047,-120.83041753714178,35.74574961398915,0,all,1
0.0726564071417057,-120.83031647186074,35.74595174455124,0,all,1
0.22514348147267307,-120.8300132760176,35.74645707095648,0,all,1
0.39386311745568425,-120.82991221073654,35.746760266799626,0,all,1
0.22548517294986006,-120.83072073298493,35.74554748342705,0,all,1
0.09101972377302404,-120.83051860242283,35.74574961398915,0,all,1
0.06962375955933688,-120.83041753714178,35.74605280983229,0,all,1
0.5348325608639652,-120.83031647186074,35.74625494039439,0,all,1
0.17052254924398239,-120.83021540657968,35.74655813623753,0,all,1
0.17613289453374684,-120.83082179826597,35.74554748342705,0,all,1
0.06512533939527047,-120.83072073298493,35.7458506792702,0,all,1
0.19581170989996202,-120.83061966770387,35.74605280983229,0,all,1
0.20652359004066026,-120.83051860242283,35.74635600567544,0,all,1
0.19641693362173598,-120.83041753714178,35.74655813623753,0,all,1
-0.03488348285494906,-120.83102392882807,35.7456485487081,0,all,1
0.11425383503483848,-120.83082179826597,35.7458506792702,0,all,1
0.22132030044609044,-120.83072073298493,35.746153875113336,0,all,1
0.11111739015204783,-120.83061966770387,35.74635600567544,0,all,1
0.21965104488355044,-120.83051860242283,35.74665920151858,0,all,1
-0.03488348285494906,-120.83112499410912,35.7456485487081,0,all,1
0.17509078839095907,-120.83102392882807,35.74595174455124,0,all,1
0.19581170989996202,-120.83092286354702,35.746153875113336,0,all,1
0.14373819743180286,-120.83082179826597,35.74645707095648,0,all,1
0.19944958120410475,-120.83072073298493,35.74665920151858,0,all,1
0.10760815479799636,-120.82799197039662,35.74645707095648,0,all,1
0.2423338015250375,-120.82789090511558,35.74665920151858,0,all,1
0.4154297581313626,-120.82819410095873,35.746760266799626,0,all,1
0.3991228261626134,-120.82849729680187,35.74686133208068,0,all,1
0.5074148839447901,-120.82890155792606,35.74696239736173,0,all,1
0.5122808824607273,-120.8292047537692,35.746760266799626,0,all,1
0.557066185033586,-120.8298111454555,35.74696239736173,0,all,1
0.4575359744173545,-120.82971008017445,35.74726559320487,0,all,1
0.25065032275017635,-120.83011434129864,35.746760266799626,0,all,1
0.6059861238527006,-120.8300132760176,35.74706346264277,0,all,1
0.2685843665904755,-120.83021540657968,35.74686133208068,0,all,1
0.6171727750617367,-120.8300132760176,35.747366658485916,0,all,1
0.2731319872197995,-120.83031647186074,35.74716452792382,0,all,1
0.19944958120410475,-120.83051860242283,35.74696239736173,0,all,1
0.2731319872197995,-120.83041753714178,35.74716452792382,0,all,1
0.5512909831678108,-120.82859836208291,35.74494109174076,1,reduced,1
0.22815155100465642,-120.82839623152083,35.745446418146,1,reduced,1
0.38135793589786404,-120.82829516623977,35.7456485487081,1,reduced,1
0.33450020117152246,-120.82819410095873,35.74595174455124,1,reduced,1
0.678088627268713,-120.82869942736396,35.74524428758391,1,reduced,1
0.5405499797209634,-120.82859836208291,35.745446418146,1,reduced,1
0.5665168627706956,-120.82849729680187,35.74574961398915,1,reduced,1
0.724468813895746,-120.82839623152083,35.74595174455124,1,reduced,1
0.678088627268713,-120.82880049264502,35.74524428758391,1,reduced,1
0.6133979397513452,-120.82869942736396,35.74554748342705,1,reduced,1
0.6295025910502774,-120.82859836208291,35.74574961398915,1,reduced,1
0.7439601109011325,-120.8290026232071,35.74534535286495,1,reduced,1
0.6769688138957459,-120.82890155792606,35.74554748342705,1,reduced,1
0.7182343908561606,-120.82880049264502,35.7458506792702,1,reduced,1
0.5485993297545448,-120.82869942736396,35.74605280983229,1,reduced,1
0.6148618463227171,-120.82849729680187,35.74635600567544,1,reduced,1
0.5316431063970444,-120.8292047537692,35.74534535286495,1,reduced,1
0.6911288411186625,-120.8290026232071,35.74554748342705,1,reduced,1
0.6243841349899824,-120.82890155792606,35.7458506792702,1,reduced,1
0.6210709984541327,-120.82910368848816,35.7458506792702,1,reduced,1
0.6154578985586412,-120.8290026232071,35.746153875113336,1,reduced,1
0.6876654518401295,-120.82890155792606,35.74635600567544,1,reduced,1
0.6336113718002383,-120.82869942736396,35.74665920151858,1,reduced,1
0.31229374051947467,-120.82930581905025,35.7456485487081,1,reduced,1
0.5683098821427736,-120.8292047537692,35.74595174455124,1,reduced,1
0.5715332716613728,-120.8290026232071,35.74645707095648,1,reduced,1
0.45545363845319625,-120.82950794961235,35.74574961398915,1,reduced,1
0.2230668720988928,-120.8294068843313,35.74595174455124,1,reduced,1
0.6012267315224147,-120.82930581905025,35.74625494039439,1,reduced,1
0.6999223240263235,-120.8292047537692,35.74645707095648,1,reduced,1
0.46488009215355963,-120.8290026232071,35.746760266799626,1,reduced,1
0.5520510533084124,-120.82960901489339,35.74635600567544,1,reduced,1
0.7705085876805811,-120.82950794961235,35.74655813623753,1,reduced,1
0.8035172018761145,-120.82960901489339,35.74665920151858,1,reduced,1
0.6895195123385578,-120.8298111454555,35.74665920151858,1,reduced,1
0.40362269874849327,-120.83021540657968,35.74625494039439,1,reduced,1
0.5297063802637184,-120.82829516623977,35.74686133208068,1,reduced,1
0.5283040906493529,-120.82859836208291,35.74686133208068,1,reduced,1
0.4983090467788602,-120.82880049264502,35.74696239736173,1,reduced,1
0.6784177867736632,-120.82910368848816,35.74706346264277,1,reduced,1
0.6189332486843002,-120.8294068843313,35.74686133208068,1,reduced,1
0.6784177867736632,-120.8292047537692,35.74706346264277,1,reduced,1
0.5022932239827409,-120.82950794961235,35.74686133208068,1,reduced,1
0.5842195317119121,-120.8294068843313,35.74716452792382,1,reduced,1
0.6420589453632746,-120.82971008017445,35.74696239736173,1,reduced,1
0.6116326879928893,-120.82960901489339,35.74716452792382,1,reduced,1
0.48166190922634106,-120.82991221073654,35.74726559320487,1,reduced,1
0.6784177867736632,-120.83011434129864,35.74706346264277,1,reduced,1
0.1524806084446352,-120.83041753714178,35.74686133208068,1,reduced,1
0.6509370527913441,-120.83021540657968,35.747366658485916,1,reduced,1
0.8656880244678129,-120.83031647186074,35.74746772376697,1,reduced,1
0.381430186728462,-120.82849729680187,35.74514322230286,0,all,1
0.37908695500045697,-120.82809303567768,35.746153875113336,0,all,1
0.2766055100977028,-120.82880049264502,35.74494109174076,0,all,1
0.4178287985150589,-120.82819410095873,35.74625494039439,0,all,1
0.35844428340276824,-120.82809303567768,35.74645707095648,0,all,1
0.2997425348608014,-120.82799197039662,35.746760266799626,0,all,1
0.2659741708895067,-120.8290026232071,35.74504215702181,0,all,1
0.6897111475850248,-120.82849729680187,35.74605280983229,0,all,1
0.5071556899127132,-120.82839623152083,35.74625494039439,0,all,1
0.36978432747768153,-120.82829516623977,35.74655813623753,0,all,1
0.2355764285701823,-120.82910368848816,35.74504215702181,0,all,1
0.3916691670282085,-120.82839623152083,35.74655813623753,0,all,1
0.35268073722924126,-120.82930581905025,35.74504215702181,0,all,1
0.5665402050250037,-120.82880049264502,35.746153875113336,0,all,1
0.4855800128467423,-120.82869942736396,35.74635600567544,0,all,1
0.5551447953598752,-120.82859836208291,35.74665920151858,0,all,1
0.2849144567229869,-120.8294068843313,35.74514322230286,0,all,1
0.352178011946526,-120.82930581905025,35.74534535286495,0,all,1
0.3578447512051976,-120.8292047537692,35.7456485487081,0,all,1
0.33344856654657284,-120.82960901489339,35.74514322230286,0,all,1
0.2456960343972005,-120.82950794961235,35.745446418146,0,all,1
0.5071556899127132,-120.82910368848816,35.746153875113336,0,all,1
0.3840800216368258,-120.82890155792606,35.74665920151858,0,all,1
0.0923700355851682,-120.82971008017445,35.74524428758391,0,all,1
0.12846975607867267,-120.82960901489339,35.745446418146,0,all,1
-0.00393536727188703,-120.82991221073654,35.74524428758391,0,all,1
0.0923700355851682,-120.8298111454555,35.74554748342705,0,all,1
0.36355345818701634,-120.82971008017445,35.74574961398915,0,all,1
0.1524806084446352,-120.82950794961235,35.74605280983229,0,all,1
0.5251855136054464,-120.8294068843313,35.74625494039439,0,all,1
0.7979217439615582,-120.82930581905025,35.74655813623753,0,all,1
-0.030800906974852934,-120.8300132760176,35.74534535286495,0,all,1
0.06304934889132527,-120.82991221073654,35.74554748342705,0,all,1
0.2230668720988928,-120.8298111454555,35.7458506792702,0,all,1
0.10498060844463529,-120.82971008017445,35.74605280983229,0,all,1
-0.030800906974852934,-120.83021540657968,35.74534535286495,0,all,1
0.1271277018958893,-120.83011434129864,35.7456485487081,0,all,1
0.09747902411671823,-120.8300132760176,35.7458506792702,0,all,1
0.3467927735066848,-120.82991221073654,35.746153875113336,0,all,1
0.47976017561267087,-120.82971008017445,35.74635600567544,0,all,1
-0.00393536727188703,-120.83031647186074,35.745446418146,0,all,1
0.1977139655501469,-120.83021540657968,35.7456485487081,0,all,1
0.16211881579093954,-120.83011434129864,35.74595174455124,0,all,1
0.3242782786088376,-120.8300132760176,35.746153875113336,0,all,1
0.2797474673911169,-120.82991221073654,35.74645707095648,0,all,1
0.06304934889132527,-120.83051860242283,35.745446418146,0,all,1
0.06304934889132527,-120.83041753714178,35.74574961398915,0,all,1
0.030822299038834048,-120.83031647186074,35.74595174455124,0,all,1
0.17499510334248242,-120.8300132760176,35.74645707095648,0,all,1
0.4276800092430242,-120.82991221073654,35.746760266799626,0,all,1
0.23519567959311194,-120.83072073298493,35.74554748342705,0,all,1
0.0923700355851682,-120.83051860242283,35.74574961398915,0,all,1
0.0039567593358681595,-120.83041753714178,35.74605280983229,0,all,1
0.5026222798716458,-120.83031647186074,35.74625494039439,0,all,1
0.1524806084446352,-120.83021540657968,35.74655813623753,0,all,1
0.21536230289231525,-120.83082179826597,35.74554748342705,0,all,1
0.0923700355851682,-120.83072073298493,35.7458506792702,0,all,1
0.28234701905552756,-120.83061966770387,35.74605280983229,0,all,1
0.2926047396045299,-120.83051860242283,35.74635600567544,0,all,1
0.1524806084446352,-120.83041753714178,35.74655813623753,0,all,1
0.01669909302514703,-120.83102392882807,35.7456485487081,0,all,1
0.0923700355851682,-120.83082179826597,35.7458506792702,0,all,1
0.3116677057493705,-120.83072073298493,35.746153875113336,0,all,1
0.07061348441375233,-120.83061966770387,35.74635600567544,0,all,1
0.1524806084446352,-120.83051860242283,35.74665920151858,0,all,1
0.01669909302514703,-120.83112499410912,35.7456485487081,0,all,1
0.1629562992394258,-120.83102392882807,35.74595174455124,0,all,1
0.3116677057493705,-120.83092286354702,35.746153875113336,0,all,1
0.1271277018958893,-120.83082179826597,35.74645707095648,0,all,1
0.16172827351110144,-120.83072073298493,35.74665920151858,0,all,1
0.319829378579824,-120.82799197039662,35.74645707095648,0,all,1
0.2997425348608014,-120.82789090511558,35.74665920151858,0,all,1
0.49975510624422975,-120.82819410095873,35.746760266799626,0,all,1
0.4116201166094608,-120.82849729680187,35.74686133208068,0,all,1
0.51238009215356,-120.82890155792606,35.74696239736173,0,all,1
0.6508776918010284,-120.8292047537692,35.746760266799626,0,all,1
0.6010923963909138,-120.8298111454555,35.74696239736173,0,all,1
0.5136332680576544,-120.82971008017445,35.74726559320487,0,all,1
0.3033204057737845,-120.83011434129864,35.746760266799626,0,all,1
0.6784177867736632,-120.8300132760176,35.74706346264277,0,all,1
0.3388964576367771,-120.83021540657968,35.74686133208068,0,all,1
0.5842195317119121,-120.8300132760176,35.747366658485916,0,all,1
0.3472425348608013,-120.83031647186074,35.74716452792382,0,all,1
0.1793461481476011,-120.83051860242283,35.74696239736173,0,all,1
0.3472425348608013,-120.83041753714178,35.74716452792382,0,all,1
0.5000019134310564,-120.82811481959823,35.72600425682202,1,all,2
0.5600201928828108,-120.82801376907696,35.72620635786456,1,all,2
0.4777396818759596,-120.82831692064076,35.72600425682202,1,all,2
0.3464375604273297,-120.82811481959823,35.726307408385836,1,all,2
0.600006726431614,-120.82841797116204,35.726105307343296,1,all,2
0.5063243343784349,-120.82831692064076,35.726307408385836,1,all,2
0.2413255679372743,-120.82811481959823,35.72661055994965,1,all,2
0.4097250045450691,-120.82841797116204,35.72640845890711,1,all,2
0.30827478305441186,-120.82811481959823,35.726913711513454,1,all,2
0.44216930123851605,-120.82872112272585,35.72620635786456,1,all,2
0.238252850724952,-120.82902427428967,35.72640845890711,1,all,2
0.36877416444650046,-120.82912532481093,35.72681266099219,1,all,2
0.5642567330760765,-120.82952952689601,35.726711610470915,1,all,2
0.30178833475141015,-120.82781166803441,35.72772211568362,1,all,2
0.5243705355793986,-120.82882217324712,35.726913711513454,1,all,2
0.4062659618460601,-120.82862007220457,35.727115812555994,1,all,2
0.4071704610752844,-120.82841797116204,35.727418964119806,1,all,2
0.7529976528594636,-120.82791271855568,35.7281263177687,1,all,2
0.534552469785423,-120.82882217324712,35.72721686307727,1,all,2
0.854047075221567,-120.82862007220457,35.727418964119806,1,all,2
0.7529976528594636,-120.82811481959823,35.7281263177687,1,all,2
0.2759486346534683,-120.82912532481093,35.727115812555994,1,all,2
0.5904659969150339,-120.82892322376838,35.72731791359854,1,all,2
0.8312041070549956,-120.82872112272585,35.72752001464108,1,all,2
0.62070757697667,-120.8282158701195,35.728227368289964,1,all,2
0.5527902471319217,-120.82902427428967,35.72731791359854,1,all,2
0.790277417737016,-120.82892322376838,35.727621065162346,1,all,2
0.5467409971349144,-120.82872112272585,35.727823166204885,1,all,2
0.4859595132833877,-120.8285190216833,35.728025267247425,1,all,2
0.4737236695244966,-120.82841797116204,35.72832841881124,1,all,2
0.4844057961494992,-120.8292263753322,35.727418964119806,1,all,2
0.7530587488061631,-120.82902427428967,35.727621065162346,1,all,2
0.734410836979221,-120.82882217324712,35.72792421672616,1,all,2
0.40863211101878194,-120.82932742585346,35.72752001464108,1,all,2
0.677045192693029,-120.82912532481093,35.72772211568362,1,all,2
0.47080694033536286,-120.82952952689601,35.727621065162346,1,all,2
0.561505602007469,-120.82932742585346,35.727823166204885,1,all,2
0.549323467715096,-120.82892322376838,35.728227368289964,1,all,2
0.4456052077665562,-120.83013583002364,35.726913711513454,1,all,2
0.3778396881668652,-120.82993372898109,35.72721686307727,1,all,2
0.45195685667584473,-120.82963057741728,35.727621065162346,1,all,2
0.5317939106632841,-120.82942847637474,35.72792421672616,1,all,2
0.549323467715096,-120.82932742585346,35.7281263177687,1,all,2
0.36429403796533494,-120.82912532481093,35.72832841881124,1,all,2
0.7122381637759038,-120.82892322376838,35.72853051985378,1,all,2
0.315144860303329,-120.83013583002364,35.72721686307727,1,all,2
0.5136472934364346,-120.82963057741728,35.72792421672616,1,all,2
0.7612087754367317,-120.82912532481093,35.72863157037505,1,all,2
0.3314743654235439,-120.8302368805449,35.72731791359854,1,all,2
0.37672676049517373,-120.83003477950236,35.72752001464108,1,all,2
0.6354013601581565,-120.82993372898109,35.727823166204885,1,all,2
0.4495801931805731,-120.82973162793856,35.728025267247425,1,all,2
0.7999425666723134,-120.8292263753322,35.72873262089632,1,all,2
0.5709749980675048,-120.82710431438552,35.727621065162346,1,all,2
0.36957769754711733,-120.82740746594934,35.72752001464108,1,all,2
0.6413944445259101,-120.82720536490679,35.72772211568362,1,all,2
0.31180940650469224,-120.8275085164706,35.72752001464108,1,all,2
0.47027656989699856,-120.82781166803441,35.72640845890711,0,all,2
0.33570306121616894,-120.82791271855568,35.726509509428375,0,all,2
0.3255602467297531,-120.82781166803441,35.726711610470915,0,all,2
0.2311827534508585,-120.82791271855568,35.72681266099219,0,all,2
0.34193504316827816,-120.82862007220457,35.72620635786456,0,all,2
0.10632162424551928,-120.8282158701195,35.72661055994965,0,all,2
0.3657455998570729,-120.8285190216833,35.726509509428375,0,all,2
0.31650348984647714,-120.82841797116204,35.726711610470915,0,all,2
0.2759486346534683,-120.82882217324712,35.726307408385836,0,all,2
0.38015095112036523,-120.82872112272585,35.726509509428375,0,all,2
0.28363830445484695,-120.8285190216833,35.72681266099219,0,all,2
0.3544342431018239,-120.82882217324712,35.72661055994965,0,all,2
0.3096853972192674,-120.82862007220457,35.72681266099219,0,all,2
0.19545983054695293,-120.82912532481093,35.726509509428375,0,all,2
0.2477996602806316,-120.82902427428967,35.726711610470915,0,all,2
0.3591112537146589,-120.82932742585346,35.726509509428375,0,all,2
0.3969369403122903,-120.82942847637474,35.72661055994965,0,all,2
0.4075628419013041,-120.8292263753322,35.72681266099219,0,all,2
0.3856127096111548,-120.82973162793856,35.726711610470915,0,all,2
0.4487993407123897,-120.82983267845982,35.72681266099219,0,all,2
0.4140065253727261,-120.83003477950236,35.726913711513454,0,all,2
0.2812702239723806,-120.82760956699187,35.726711610470915,0,all,2
0.13332319352008548,-120.8275085164706,35.726913711513454,0,all,2
0.09547306004451836,-120.82791271855568,35.727115812555994,0,all,2
0.30827478305441186,-120.8282158701195,35.726913711513454,0,all,2
0.24204977440710845,-120.82801376907696,35.72721686307727,0,all,2
0.2605470980048215,-120.82791271855568,35.727418964119806,0,all,2
0.2998215656470666,-120.82831692064076,35.72701476203473,0,all,2
0.24068402624337587,-120.8282158701195,35.72721686307727,0,all,2
0.2573426026804146,-120.82801376907696,35.72752001464108,0,all,2
0.3332605773071533,-120.8285190216833,35.727115812555994,0,all,2
0.40609937596080437,-120.82831692064076,35.72731791359854,0,all,2
0.2573426026804146,-120.82811481959823,35.72752001464108,0,all,2
0.3074319500810752,-120.82801376907696,35.727823166204885,0,all,2
0.5508700152003227,-120.82781166803441,35.728025267247425,0,all,2
0.399753192737398,-120.82831692064076,35.727621065162346,0,all,2
0.21549694071119616,-120.82811481959823,35.727823166204885,0,all,2
0.21051989540307925,-120.82892322376838,35.72701476203473,0,all,2
0.5098048255945162,-120.82841797116204,35.72772211568362,0,all,2
0.3576047368655479,-120.8282158701195,35.72792421672616,0,all,2
0.46964896753136093,-120.82862007220457,35.72772211568362,0,all,2
0.4474155124365184,-120.82841797116204,35.728025267247425,0,all,2
0.4079588268068639,-120.82942847637474,35.726913711513454,0,all,2
0.31473731210827194,-120.8292263753322,35.727115812555994,0,all,2
0.37028307702375174,-120.82952952689601,35.72701476203473,0,all,2
0.37028307702375174,-120.82932742585346,35.72721686307727,0,all,2
0.5003919757738766,-120.82872112272585,35.7281263177687,0,all,2
0.3345834431357427,-120.8285190216833,35.72832841881124,0,all,2
0.3778396881668652,-120.82973162793856,35.72701476203473,0,all,2
0.37869692476233574,-120.82952952689601,35.72731791359854,0,all,2
0.7348677881431023,-120.82902427428967,35.72792421672616,0,all,2
0.549323467715096,-120.82882217324712,35.728227368289964,0,all,2
0.43386541591572253,-120.82862007220457,35.72842946933251,0,all,2
0.3289081962256458,-120.82983267845982,35.727115812555994,0,all,2
0.34121975067518556,-120.82963057741728,35.72731791359854,0,all,2
0.5299885310272103,-120.82912532481093,35.728025267247425,0,all,2
0.7191709053165005,-120.82882217324712,35.72853051985378,0,all,2
0.37672676049517373,-120.82983267845982,35.727418964119806,0,all,2
0.3743285337727168,-120.8302368805449,35.72701476203473,0,all,2
0.33905101071206156,-120.82993372898109,35.72752001464108,0,all,2
0.5319377633851589,-120.82973162793856,35.72772211568362,0,all,2
0.3744917386709726,-120.82942847637474,35.728227368289964,0,all,2
0.1379612387522665,-120.8292263753322,35.72842946933251,0,all,2
0.21051989540307925,-120.83043898158745,35.727115812555994,0,all,2
0.4509012796896666,-120.82952952689601,35.728227368289964,0,all,2
0.22200394050123354,-120.82942847637474,35.72853051985378,0,all,2
0.13658257506371418,-120.82730641542807,35.727115812555994,0,all,2
0.20435093405580695,-120.82710431438552,35.72731791359854,0,all,2
0.5577809543399379,-120.82690221334298,35.727621065162346,0,all,2
0.06642886462216976,-120.82760956699187,35.72701476203473,0,all,2
0.08088910210468386,-120.82740746594934,35.72721686307727,0,all,2
0.28406334934907296,-120.82730641542807,35.727418964119806,0,all,2
0.13337807973930732,-120.82771061751315,35.72701476203473,0,all,2
0.2887528444061957,-120.82760956699187,35.72731791359854,0,all,2
0.13352724282149156,-120.82771061751315,35.72731791359854,0,all,2
0.4164724857405327,-120.82740746594934,35.727823166204885,0,all,2
0.2415189815776671,-120.82771061751315,35.727621065162346,0,all,2
0.4164724857405327,-120.8275085164706,35.727823166204885,0,all,2
0.3661167597142288,-120.82771061751315,35.72792421672616,0,all,2
0.5021497644686034,-120.82811481959823,35.72600425682202,1,reduced,2
0.5912749925543428,-120.82801376907696,35.72620635786456,1,reduced,2
0.4670892846149267,-120.82831692064076,35.72600425682202,1,reduced,2
0.45927220009524766,-120.82811481959823,35.726307408385836,1,reduced,2
0.4670892846149267,-120.82841797116204,35.726105307343296,1,reduced,2
0.4670892846149267,-120.82831692064076,35.726307408385836,1,reduced,2
0.33698446323383024,-120.82811481959823,35.72661055994965,1,reduced,2
0.433498139106882,-120.82841797116204,35.72640845890711,1,reduced,2
0.33698446323383024,-120.82811481959823,35.726913711513454,1,reduced,2
0.3462171139000768,-120.82872112272585,35.72620635786456,1,reduced,2
0.3462171139000768,-120.82902427428967,35.72640845890711,1,reduced,2
0.3934115208705153,-120.82912532481093,35.72681266099219,1,reduced,2
0.3969863446693076,-120.82952952689601,35.726711610470915,1,reduced,2
0.4670892846149267,-120.82781166803441,35.72772211568362,1,reduced,2
0.395085668509142,-120.82882217324712,35.726913711513454,1,reduced,2
0.4670892846149267,-120.82862007220457,35.727115812555994,1,reduced,2
0.38038461869476314,-120.82841797116204,35.727418964119806,1,reduced,2
0.5912749925543428,-120.82791271855568,35.7281263177687,1,reduced,2
0.4670892846149267,-120.82882217324712,35.72721686307727,1,reduced,2
0.5912749925543428,-120.82862007220457,35.727418964119806,1,reduced,2
0.5912749925543428,-120.82811481959823,35.7281263177687,1,reduced,2
0.3126259683920321,-120.82912532481093,35.727115812555994,1,reduced,2
0.4670892846149267,-120.82892322376838,35.72731791359854,1,reduced,2
0.5912749925543428,-120.82872112272585,35.72752001464108,1,reduced,2
