Predictor variable,Categorical,Sample average
canopy.cover,false,0.6069491037300655
downed.wood.cover,false,0.038746419903505046
elevation,false,313.37032209123885
grass.cover,false,0.507230410973231
heat.load.index,false,0.7736594549247197
litter.cover,false,0.30501505519662586
slope,false,12.998513108208066
