X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.001347431705975774,29.36611181721794,0.45557909228709315
2.0,2.0,train,0.002496046439024226,87.76940880142115,0.607866842694032
3.0,3.0,train,9.83649345849418E-4,14.080150797040107,0.37922488796772297
4.0,4.0,train,0.0012016858002314506,23.69085409250128,0.42736054488826636
5.0,5.0,train,0.001823491491012479,49.00686127342133,0.5310598029312219
6.0,6.0,train,0.0026507296919406386,93.68151057999451,0.6221023605058157
7.0,7.0,train,0.0027012276065264576,95.28754070939841,0.6265285223476477
8.0,8.0,train,0.0022712226705701266,74.04246545331165,0.5851532569176977
9.0,9.0,train,0.00196533939925456,56.01226013419916,0.5496635211362656
10.0,10.0,train,0.0023805531586725145,82.65643954366011,0.596518400656093
11.0,11.0,train,0.0023040491056356464,76.10719393407506,0.588632331893245
12.0,12.0,train,0.0027428058541136145,96.37475806336404,0.6300957853361825
13.0,13.0,train,0.0025710742418158113,91.58561272865636,0.6149032007423875
14.0,14.0,train,0.0013164157928526696,28.035240292319234,0.4498093716898578
15.0,15.0,train,0.002198629452762112,68.00305498360704,0.5772465967655855
16.0,16.0,train,0.001815077879492516,48.64056100450388,0.5299079286786357
17.0,17.0,train,0.0016604430309235267,40.333148134914346,0.5076820897627295
18.0,18.0,train,0.0019071617309506044,52.90996010937775,0.5422148749921012
19.0,19.0,train,0.0019545137292456462,55.42381518401224,0.5482958925197549
20.0,20.0,train,0.002090694967919631,62.87332655597379,0.5649172102576646
21.0,21.0,train,0.0024589792262583554,86.5319383640862,0.6042947930225222
22.0,22.0,train,3.466293204190503E-4,1.4317190487940294,0.17713893740420875
23.0,23.0,train,0.002552067447856592,90.04508575693727,0.6131446715338179
24.0,24.0,train,0.001978991783769677,58.18360840227325,0.5513764916761297
25.0,25.0,train,0.001882359629354546,52.14954580964632,0.5389639475668323
26.0,26.0,train,0.006922862903032769,100.0,0.8112994298505097
27.0,27.0,train,0.0029670995810662237,98.37992156027285,0.6482216106599231
28.0,28.0,train,0.002282144039740838,74.3312498684471,0.5863172607235003
29.0,29.0,train,0.0021745221125024396,67.12938792373036,0.5745538018133146
30.0,30.0,train,0.0017295517574904872,44.39397261395449,0.5178695359346939
31.0,31.0,train,0.0019653673196907743,56.02349309730035,0.5496670376740709
32.0,32.0,train,0.0025243418198198104,89.03014334955408,0.6105504719533362
33.0,33.0,train,0.002404662284522273,83.85213584839568,0.5989412999684286
34.0,34.0,train,0.0020676134496146327,62.03915419116141,0.5621866769496083
35.0,35.0,train,0.0022262672021117814,70.43712989378935,0.5802921006426185
36.0,36.0,train,0.0016605210512306338,40.3401776797561,0.5076938336207936
37.0,37.0,train,0.0011928991893284658,23.373993825566206,0.42556554107991745
38.0,38.0,train,0.002839289507784307,97.21657002550158,0.6381168787737377
39.0,39.0,train,0.002335680469185392,79.1227422163699,0.5919299850844724
40.0,40.0,train,0.0020343884005419167,60.3965860923797,0.5581954445047296
41.0,41.0,train,0.0016780049549497572,41.83589209277186,0.5103115091072631
42.0,42.0,train,0.0010583739337112752,17.38740724165678,0.3966076915347115
43.0,43.0,train,0.0023219831168996433,78.18976971818132,0.5905085127401872
44.0,44.0,train,0.0025169949739094677,88.02155668266849,0.6098572091056597
45.0,45.0,train,0.0020313804819300334,60.19328792852057,0.5578305164398476
46.0,46.0,train,0.0014204328341781368,31.85567404909019,0.4686930002750773
47.0,47.0,train,0.0015046143635735138,34.33672549502915,0.48305223318936935
48.0,48.0,train,0.0019770482235116184,57.7974769902706,0.5511334282987653
49.0,49.0,train,9.408536091587648E-4,12.330062030777334,0.3688109134125783
50.0,50.0,train,4.853082481031465E-4,3.276333449613057,0.23159536997244368
51.0,51.0,train,0.0022658761597549506,73.5880247927374,0.584581032106972
52.0,52.0,train,0.001572894654854288,37.42287802781046,0.494141262008113
53.0,53.0,train,0.002343279471790495,80.29152847010123,0.5927143400024271
54.0,54.0,train,6.535187536430869E-4,6.591645532794545,0.2886935253673539
55.0,55.0,train,0.0018353845578731385,49.92047010790249,0.5326784395729174
56.0,56.0,train,0.0014272329328801011,32.28233929009464,0.4698824747944645
57.0,57.0,train,0.002558406520868387,90.30082649515714,0.6137329517253454
58.0,58.0,train,0.001349481587202069,29.509192320577576,0.4559561602352447
59.0,59.0,train,0.002603574818399351,92.10434983887912,0.6178734331649974
60.0,60.0,train,0.001759374375612591,46.34117496838922,0.5221366698626255
61.0,61.0,train,0.0017435584831769178,45.08840853716178,0.519883122926836
62.0,62.0,train,0.00235983734606675,81.2330178079966,0.5944130136100414
63.0,63.0,train,0.0012328802735878208,24.76870225918633,0.4336436013802961
64.0,64.0,train,0.0024397680853817352,85.3073621847687,0.6024177503939716
65.0,65.0,train,0.0019034151523066821,52.645626597457806,0.5417267362495563
66.0,66.0,train,0.0010660496504302018,17.972119013439436,0.39833827805909144
67.0,67.0,train,0.0017665695570610964,46.84378674319886,0.5231548978012969
68.0,68.0,train,0.0013976549683969107,31.01196838234464,0.4646695116993103
69.0,69.0,train,0.0010179582199051848,15.577892187629416,0.3873287215023676
70.0,70.0,train,7.633153303110002E-4,8.974892210434964,0.3215979961835204
71.0,71.0,train,6.046162118909951E-4,5.279985208818339,0.2729880172832573
72.0,72.0,train,0.0013251354939247126,28.58942754251896,0.4514437709744566
