Predictor variable,Categorical,Sample average
canopy.cover,false,0.6324861970626645
downed.wood.cover,false,0.07427549948220581
elevation,false,394.65206654866535
grass.cover,false,0.3301315752162029
heat.load.index,false,0.626187276509073
litter.cover,false,0.4394990291653408
slope,false,18.33428305387497
