X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.0011050196143414725,38.1008104347876,0.45533986622293077
2.0,2.0,train,0.0023443601800068204,77.46746732909996,0.6394623928406259
3.0,3.0,train,0.0032031337502649616,87.53793835633434,0.7078880103301112
4.0,4.0,train,0.001652935440759068,60.05543604083559,0.5556612893519614
5.0,5.0,train,0.0020229447442962315,71.5422461294288,0.6048161111080772
6.0,6.0,train,0.0017756117726311,65.09445737682198,0.5732599040518883
7.0,7.0,train,0.0037196479861084306,91.71811386551823,0.7378160258930282
8.0,8.0,train,0.0016671678634792777,60.387959778143454,0.557777087951014
9.0,9.0,train,0.0013715719529708327,47.598419860152646,0.5092430754075593
10.0,10.0,train,8.095648406354003E-4,23.761733634340146,0.37983717550065355
11.0,11.0,train,7.911094086619483E-4,22.487309439636945,0.3744202517157407
12.0,12.0,train,0.0012807517666068842,44.80431003489665,0.492117214269602
13.0,13.0,train,4.4938294419988713E-4,7.957044348092849,0.2537216505180551
14.0,14.0,train,0.0010513406950609153,35.110199147089695,0.4430199111990181
15.0,15.0,train,4.3589129670367247E-4,7.530471931169964,0.24799332586989908
16.0,16.0,train,0.0016118304825367428,58.37990077636871,0.5494353399501002
17.0,17.0,train,0.0014859695893830462,53.01652321953627,0.5292382303928679
18.0,18.0,train,7.425220272710264E-4,21.016194016227328,0.35969602580402465
19.0,19.0,train,0.0018494185707765517,66.83491932295142,0.5831918895615813
20.0,20.0,train,0.0012838753476003078,45.06041562001359,0.4927260483110206
21.0,21.0,train,0.00239641762550266,78.8938365225857,0.6445101760973914
22.0,22.0,train,0.0015985963597817128,57.77914769655256,0.5473935402675225
23.0,23.0,train,0.0017678432632099565,64.5799621603557,0.5721869149490906
24.0,24.0,train,0.0024724629546782006,80.36948133978372,0.6516350031873337
25.0,25.0,train,0.002360938032421163,77.93920510000339,0.6410853614239196
26.0,26.0,train,0.005917792527750856,98.79268811160506,0.8174226731221342
27.0,27.0,train,7.785957755319045E-4,21.934203307764747,0.37069317232914734
28.0,28.0,train,0.002293368667555366,76.77015279227322,0.6343770288962914
29.0,29.0,train,0.0029340016238865,85.36011002099997,0.6894150981382896
30.0,30.0,train,0.0014725814555118558,52.42571127782961,0.5269827538816779
31.0,31.0,train,0.0011046436585608857,38.080511007030694,0.4552554753791435
32.0,32.0,train,0.0025985435421941273,82.89942788966027,0.6628386802120486
33.0,33.0,train,0.003419622557670437,88.87509377341311,0.7212256137366294
34.0,34.0,train,0.0019976194083283173,70.3356904343309,0.6018010602252438
35.0,35.0,train,0.0016492198906045562,59.89033908901993,0.5551055971263691
36.0,36.0,train,0.004539801246081596,94.19313823883444,0.774500830090748
37.0,37.0,train,0.0017419470948004199,62.7686141827629,0.5685708253323165
38.0,38.0,train,0.001398499162691556,48.85031658409252,0.5141009238649183
39.0,39.0,train,0.005657537225199433,98.20086836682167,0.8106144566560183
40.0,40.0,train,0.0013715892113734137,47.600951548912875,0.50924622004648
41.0,41.0,train,0.002315015187348181,77.02697294912903,0.636553247154745
42.0,42.0,train,9.16846617194791E-4,28.731370622856936,0.40955722958103163
43.0,43.0,train,0.0035893267608081186,90.98526329520934,0.7308587099345728
44.0,44.0,train,0.0015606903494670846,56.82775844134459,0.5414415303782516
45.0,45.0,train,0.0022839707402594897,76.31232623107616,0.6334240800516849
46.0,46.0,train,0.0014404357502745921,51.256232809881155,0.5214779482402265
47.0,47.0,train,0.0012135914521985663,42.551434511053706,0.47866374656572197
48.0,48.0,train,0.005568368153768419,97.63512562710169,0.808163518407823
49.0,49.0,train,0.0019185167964900739,68.76781202206402,0.5920801745343298
50.0,50.0,train,0.001972497363374461,69.54171644342905,0.5987644109465512
51.0,51.0,train,0.0010798183886806777,36.7680767279171,0.4496244683362946
52.0,52.0,train,8.804500344537153E-4,27.317375022643724,0.39979890400891244
53.0,53.0,train,0.0010276528930551075,33.501820743286125,0.43740424890929736
54.0,54.0,train,4.516614249013963E-4,8.04427132831308,0.25468045224796865
55.0,55.0,train,0.003353577399541965,88.53305210420778,0.7172875854366485
56.0,56.0,train,0.004771803429964788,96.53698603809464,0.7830863006238133
57.0,57.0,train,0.0037837001742477977,92.85210299808429,0.741105324728961
