prediction,x,y,pres_abs,variables,plot,test_auc
0.41859505914553097,-120.82859836208293,35.74494109174076,1,all,1,0.6130761293281357
0.9092938740197484,-120.82869942736397,35.74524428758391,1,all,1,0.6130761293281357
0.8338248553251014,-120.82880049264503,35.74524428758391,1,all,1,0.6130761293281357
0.9492536028237861,-120.82900262320712,35.74534535286496,1,all,1,0.6130761293281357
0.4995454288216944,-120.82920475376922,35.74534535286496,1,all,1,0.6130761293281357
0.51824329969437255,-120.82839623152083,35.745446418146,1,all,1,0.6130761293281357
0.5133254975667412,-120.82859836208293,35.745446418146,1,all,1,0.6130761293281357
0.501244542687505,-120.82869942736397,35.74554748342705,1,all,1,0.6130761293281357
0.5077842165183135,-120.82890155792607,35.74554748342705,1,all,1,0.6130761293281357
0.5636538163841396,-120.82900262320712,35.74554748342705,1,all,1,0.6130761293281357
0.6037658432062555,-120.82829516623978,35.745648548708104,1,all,1,0.6130761293281357
0.48407472991277845,-120.82930581905026,35.745648548708104,1,all,1,0.6130761293281357
0.6127539665826147,-120.82849729680188,35.74574961398915,1,all,1,0.6130761293281357
0.5357973680342396,-120.82950794961235,35.74574961398915,1,all,1,0.6130761293281357
0.6299590784728468,-120.82859836208293,35.74574961398915,1,all,1,0.6130761293281357
0.7798218117513817,-120.82880049264503,35.7458506792702,1,all,1,0.6130761293281357
0.8245595401698287,-120.82890155792607,35.7458506792702,1,all,1,0.6130761293281357
0.8214194907619846,-120.82910368848816,35.7458506792702,1,all,1,0.6130761293281357
0.6733001104491206,-120.82819410095874,35.74595174455124,1,all,1,0.6130761293281357
0.8093575419712136,-120.82920475376922,35.74595174455124,1,all,1,0.6130761293281357
0.6703417646711827,-120.82839623152083,35.74595174455124,1,all,1,0.6130761293281357
0.5922880801046884,-120.8294068843313,35.74595174455124,1,all,1,0.6130761293281357
0.6668845764871326,-120.82869942736397,35.74605280983229,1,all,1,0.6130761293281357
0.7047889320712126,-120.82900262320712,35.746153875113336,1,all,1,0.6130761293281357
0.566191567259821,-120.8302154065797,35.74625494039439,1,all,1,0.6130761293281357
0.7233484618187793,-120.82930581905026,35.74625494039439,1,all,1,0.6130761293281357
0.5127407521140118,-120.82849729680188,35.74635600567544,1,all,1,0.6130761293281357
0.3828231007333478,-120.8296090148934,35.74635600567544,1,all,1,0.6130761293281357
0.6863114065241812,-120.82890155792607,35.74635600567544,1,all,1,0.6130761293281357
0.6563753985253813,-120.82900262320712,35.74645707095648,1,all,1,0.6130761293281357
0.6987330754082024,-120.82920475376922,35.74645707095648,1,all,1,0.6130761293281357
0.8296885663240552,-120.82950794961235,35.74655813623753,1,all,1,0.6130761293281357
0.7646166965088009,-120.8296090148934,35.746659201518575,1,all,1,0.6130761293281357
0.6620140040428814,-120.82869942736397,35.746659201518575,1,all,1,0.6130761293281357
0.8580909834044268,-120.8298111454555,35.746659201518575,1,all,1,0.6130761293281357
0.6013737936250687,-120.82900262320712,35.746760266799626,1,all,1,0.6130761293281357
0.7178994171170845,-120.82829516623978,35.74686133208068,1,all,1,0.6130761293281357
0.7381498982117082,-120.8294068843313,35.74686133208068,1,all,1,0.6130761293281357
0.6026733689199277,-120.83041753714178,35.74686133208068,1,all,1,0.6130761293281357
0.6529854077671677,-120.82950794961235,35.74686133208068,1,all,1,0.6130761293281357
0.7145918426128898,-120.82859836208293,35.74686133208068,1,all,1,0.6130761293281357
0.3220877244296152,-120.82971008017445,35.74696239736172,1,all,1,0.6130761293281357
0.6190964168445098,-120.82880049264503,35.74696239736172,1,all,1,0.6130761293281357
0.6692119361586782,-120.82910368848816,35.74706346264277,1,all,1,0.6130761293281357
0.7411198163976964,-120.83011434129864,35.74706346264277,1,all,1,0.6130761293281357
0.7350093638401207,-120.82920475376922,35.74706346264277,1,all,1,0.6130761293281357
0.639247685544621,-120.8294068843313,35.747164527923815,1,all,1,0.6130761293281357
0.8194065746226674,-120.8296090148934,35.747164527923815,1,all,1,0.6130761293281357
0.5600005891919564,-120.82991221073655,35.747265593204865,1,all,1,0.6130761293281357
0.8124014584793001,-120.8302154065797,35.747366658485916,1,all,1,0.6130761293281357
0.8187212361572881,-120.83031647186074,35.74746772376696,1,all,1,0.6130761293281357
0.7187981827375972,-120.82869942736397,35.74686133208068,0,all,1,0.6130761293281357
0.07661687903002035,-120.83112499410912,35.745446418146,0,all,1,0.6130761293281357
0.5399030556725906,-120.83031647186074,35.74645707095648,0,all,1,0.6130761293281357
0.34808111412210196,-120.82950794961235,35.74524428758391,0,all,1,0.6130761293281357
0.7825743671830985,-120.82930581905026,35.74655813623753,0,all,1,0.6130761293281357
0.23352720101747448,-120.82971008017445,35.745042157021814,0,all,1,0.6130761293281357
0.5357973680342396,-120.82950794961235,35.74574961398915,0,all,1,0.6130761293281357
0.39711040573539147,-120.8296090148934,35.745143222302865,0,all,1,0.6130761293281357
0.1474424285146133,-120.83102392882807,35.74595174455124,0,all,1,0.6130761293281357
0.33072006614815275,-120.82971008017445,35.74534535286496,0,all,1,0.6130761293281357
0.6472428755229763,-120.82930581905026,35.74645707095648,0,all,1,0.6130761293281357
0.6877761098109749,-120.8298111454555,35.747366658485916,0,all,1,0.6130761293281357
0.19705507679389345,-120.83102392882807,35.746153875113336,0,all,1,0.6130761293281357
0.47386133619566495,-120.82950794961235,35.745143222302865,0,all,1,0.6130761293281357
0.4944046277574806,-120.82920475376922,35.745446418146,0,all,1,0.6130761293281357
0.7047889320712126,-120.82900262320712,35.746153875113336,0,all,1,0.6130761293281357
0.7603841145648469,-120.82930581905026,35.74696239736172,0,all,1,0.6130761293281357
0.6227057121147348,-120.82819410095874,35.74655813623753,0,all,1,0.6130761293281357
0.5604555074851815,-120.82991221073655,35.74605280983229,0,all,1,0.6130761293281357
0.7836687120137926,-120.8302154065797,35.74756878904801,0,all,1,0.6130761293281357
0.3396795336008913,-120.82880049264503,35.74473896117867,0,all,1,0.6130761293281357
0.6303841872009233,-120.82859836208293,35.746153875113336,0,all,1,0.6130761293281357
0.5133254975667412,-120.82859836208293,35.745446418146,0,all,1,0.6130761293281357
0.7178994171170845,-120.82829516623978,35.74686133208068,0,all,1,0.6130761293281357
0.5514153669676093,-120.82849729680188,35.74645707095648,0,all,1,0.6130761293281357
0.5867837039536974,-120.82910368848816,35.745446418146,0,all,1,0.6130761293281357
0.22548957632474786,-120.8302154065797,35.745446418146,0,all,1,0.6130761293281357
0.6686928643258331,-120.82849729680188,35.7458506792702,0,all,1,0.6130761293281357
0.39354875773292497,-120.8298111454555,35.745648548708104,0,all,1,0.6130761293281357
0.7165361778152333,-120.8300132760176,35.747164527923815,0,all,1,0.6130761293281357
0.7254360921363574,-120.82950794961235,35.746760266799626,0,all,1,0.6130761293281357
0.6683028403993454,-120.8278909051156,35.746659201518575,0,all,1,0.6130761293281357
0.3220877244296152,-120.82971008017445,35.74696239736172,0,all,1,0.6130761293281357
0.3270840241392744,-120.83072073298493,35.746153875113336,0,all,1,0.6130761293281357
0.5514153669676093,-120.82849729680188,35.74645707095648,0,all,1,0.6130761293281357
0.49212117724349724,-120.83041753714178,35.74645707095648,0,all,1,0.6130761293281357
0.22917393145278586,-120.8300132760176,35.74524428758391,0,all,1,0.6130761293281357
0.7192607852958264,-120.82971008017445,35.747265593204865,0,all,1,0.6130761293281357
0.3151652803141173,-120.82900262320712,35.74484002645972,0,all,1,0.6130761293281357
0.7164852224731595,-120.82778983983455,35.746760266799626,0,all,1,0.6130761293281357
0.6227231796846955,-120.8294068843313,35.746153875113336,0,all,1,0.6130761293281357
0.28881009917078615,-120.8296090148934,35.74494109174076,0,all,1,0.6130761293281357
0.6551723926957866,-120.82829516623978,35.7458506792702,0,all,1,0.6130761293281357
0.7178994171170845,-120.82829516623978,35.74686133208068,0,all,1,0.6130761293281357
0.6218726537346072,-120.8294068843313,35.74574961398915,0,all,1,0.6130761293281357
0.07354352499817352,-120.83122605939016,35.745648548708104,0,all,1,0.6130761293281357
0.7411198163976964,-120.83011434129864,35.74706346264277,0,all,1,0.6130761293281357
0.5975803964586125,-120.82900262320712,35.74686133208068,0,all,1,0.6130761293281357
0.7646166965088009,-120.8296090148934,35.746659201518575,0,all,1,0.6130761293281357
0.6081788830236664,-120.8278909051156,35.74635600567544,0,all,1,0.6130761293281357
0.6440826401400412,-120.82920475376922,35.74574961398915,0,all,1,0.6130761293281357
0.434314153012334,-120.82950794961235,35.74554748342705,0,all,1,0.6130761293281357
0.7101882242554137,-120.82849729680188,35.74696239736172,0,all,1,0.6130761293281357
0.5600005891919564,-120.82991221073655,35.747265593204865,0,all,1,0.6130761293281357
0.6776788275857513,-120.82809303567768,35.74605280983229,0,all,1,0.6130761293281357
0.12426252598206178,-120.83102392882807,35.74574961398915,0,all,1,0.6130761293281357
0.40291504189100436,-120.8294068843313,35.74534535286496,0,all,1,0.6130761293281357
0.6880788364243842,-120.82890155792607,35.747265593204865,0,all,1,0.6130761293281357
0.5515833572856255,-120.82971008017445,35.74625494039439,0,all,1,0.6130761293281357
0.41482555868031923,-120.8302154065797,35.746760266799626,0,all,1,0.6130761293281357
0.29900747708765285,-120.8300132760176,35.745446418146,0,all,1,0.6130761293281357
0.43625077763743525,-120.83051860242283,35.74635600567544,0,all,1,0.6130761293281357
0.8214194907619846,-120.82910368848816,35.7458506792702,0,all,1,0.6130761293281357
0.13169024252392325,-120.83061966770389,35.74534535286496,0,all,1,0.6130761293281357
0.5463930877560124,-120.82890155792607,35.745648548708104,0,all,1,0.6130761293281357
0.22548957632474786,-120.8302154065797,35.745446418146,0,all,1,0.6130761293281357
0.18507687389430516,-120.83061966770389,35.74574961398915,0,all,1,0.6130761293281357
0.6299590784728468,-120.82859836208293,35.74574961398915,0,all,1,0.6130761293281357
0.2680079412772661,-120.83092286354702,35.74625494039439,0,all,1,0.6130761293281357
0.19705507679389345,-120.83102392882807,35.746153875113336,0,all,1,0.6130761293281357
0.05931761608232766,-120.83122605939016,35.745446418146,0,all,1,0.6130761293281357
0.35093052613124986,-120.83011434129864,35.74574961398915,0,all,1,0.6130761293281357
0.8580909834044268,-120.8298111454555,35.746659201518575,0,all,1,0.6130761293281357
0.7047889320712126,-120.82900262320712,35.746153875113336,0,all,1,0.6130761293281357
0.6551137933295721,-120.82869942736397,35.74706346264277,0,all,1,0.6130761293281357
0.6849255239363591,-120.82809303567768,35.746153875113336,0,all,1,0.6130761293281357
0.7192607852958264,-120.82971008017445,35.747265593204865,0,all,1,0.6130761293281357
0.3731172862708503,-120.82950794961235,35.74534535286496,0,all,1,0.6130761293281357
0.6551723926957866,-120.82829516623978,35.7458506792702,0,all,1,0.6130761293281357
0.7647198697534362,-120.82971008017445,35.747164527923815,0,all,1,0.6130761293281357
0.5189322711266037,-120.8302154065797,35.746153875113336,0,all,1,0.6130761293281357
0.42924656619818247,-120.82971008017445,35.74655813623753,0,all,1,0.6130761293281357
0.7665575651580356,-120.8300132760176,35.74756878904801,0,all,1,0.6130761293281357
0.17628371485854344,-120.82920475376922,35.74484002645972,0,all,1,0.6130761293281357
0.7834628698300686,-120.83041753714178,35.74746772376696,0,all,1,0.6130761293281357
0.6351266507013901,-120.83041753714178,35.74706346264277,0,all,1,0.6130761293281357
0.1455851384105492,-120.83041753714178,35.74524428758391,0,all,1,0.6130761293281357
0.6472635113105871,-120.82890155792607,35.74574961398915,0,all,1,0.6130761293281357
0.6572321135184318,-120.82869942736397,35.74625494039439,0,all,1,0.6130761293281357
0.5147049607061579,-120.8296090148934,35.74595174455124,0,all,1,0.6130761293281357
0.4392764877534855,-120.8294068843313,35.74554748342705,0,all,1,0.6130761293281357
0.23587915629595024,-120.83031647186074,35.74554748342705,0,all,1,0.6130761293281357
0.5918966779671587,-120.8300132760176,35.74655813623753,0,all,1,0.6130761293281357
0.549755841529412,-120.82809303567768,35.74696239736172,0,all,1,0.6130761293281357
0.544234386602983,-120.82920475376922,35.747265593204865,0,all,1,0.6130761293281357
0.9492536028237861,-120.82900262320712,35.74534535286496,0,all,1,0.6130761293281357
0.8093575419712136,-120.82920475376922,35.74595174455124,0,all,1,0.6130761293281357
0.767503519198885,-120.83031647186074,35.74756878904801,0,all,1,0.6130761293281357
0.4362965132522437,-120.83072073298493,35.74655813623753,0,all,1,0.6130761293281357
0.6703350153030714,-120.82809303567768,35.746659201518575,0,all,1,0.6130761293281357
0.6259240002884936,-120.82799197039664,35.74655813623753,0,all,1,0.6130761293281357
0.595892916575952,-120.82799197039664,35.74696239736172,0,all,1,0.6130761293281357
0.7403474486907543,-120.8300132760176,35.74746772376696,0,all,1,0.6130761293281357
0.544234386602983,-120.82920475376922,35.747265593204865,0,all,1,0.6130761293281357
0.12913018013936162,-120.82920475376922,35.745042157021814,0,all,1,0.6130761293281357
0.549755841529412,-120.82809303567768,35.74696239736172,0,all,1,0.6130761293281357
0.5169830411498297,-120.8302154065797,35.74686133208068,0,all,1,0.6130761293281357
0.28881009917078615,-120.8296090148934,35.74494109174076,0,all,1,0.6130761293281357
0.1646397153886574,-120.83092286354702,35.74595174455124,0,all,1,0.6130761293281357
0.8107954015365938,-120.82950794961235,35.746659201518575,0,all,1,0.6130761293281357
0.6304725278510251,-120.82859836208293,35.74645707095648,0,all,1,0.6130761293281357
0.24798997917255217,-120.83082179826597,35.74605280983229,0,all,1,0.6130761293281357
0.644432976859098,-120.82849729680188,35.746153875113336,0,all,1,0.6130761293281357
0.28066666195933365,-120.8298111454555,35.74524428758391,0,all,1,0.6130761293281357
0.6579199718012736,-120.82859836208293,35.74605280983229,0,all,1,0.6130761293281357
0.3872898416701487,-120.82859836208293,35.74484002645972,0,all,1,0.6130761293281357
0.5514153669676093,-120.82849729680188,35.74645707095648,0,all,1,0.6130761293281357
0.6227231796846955,-120.8294068843313,35.746153875113336,0,all,1,0.6130761293281357
0.6217472370053823,-120.8294068843313,35.74635600567544,0,all,1,0.6130761293281357
0.24273770521249405,-120.83041753714178,35.74574961398915,0,all,1,0.6130761293281357
0.6830710256010496,-120.82890155792607,35.74625494039439,0,all,1,0.6130761293281357
0.23998465129509072,-120.8298111454555,35.745143222302865,0,all,1,0.6130761293281357
0.5062994815984105,-120.8298111454555,35.74595174455124,0,all,1,0.6130761293281357
0.6581373803194699,-120.83051860242283,35.747265593204865,0,all,1,0.6130761293281357
0.07661687903002035,-120.83112499410912,35.745446418146,0,all,1,0.6130761293281357
0.43004680356337244,-120.82971008017445,35.74686133208068,0,all,1,0.6130761293281357
0.7550969954198223,-120.8298111454555,35.74706346264277,0,all,1,0.6130761293281357
0.8580177744161515,-120.8302154065797,35.74746772376696,0,all,1,0.6130761293281357
0.5767419846147737,-120.82900262320712,35.745648548708104,0,all,1,0.6130761293281357
0.8580177744161515,-120.8302154065797,35.74746772376696,0,all,1,0.6130761293281357
0.12784429025324862,-120.83051860242283,35.74524428758391,0,all,1,0.6130761293281357
0.7272304527060707,-120.82910368848816,35.747164527923815,0,all,1,0.6130761293281357
0.7233484618187793,-120.82930581905026,35.74625494039439,0,all,1,0.6130761293281357
0.629983665318391,-120.82930581905026,35.74595174455124,0,all,1,0.6130761293281357
0.25973621989353135,-120.82991221073655,35.74524428758391,0,all,1,0.6130761293281357
0.5275895755538128,-120.82839623152083,35.74655813623753,0,all,1,0.6130761293281357
0.28066666195933365,-120.8298111454555,35.74524428758391,0,all,1,0.6130761293281357
0.7153387721619946,-120.82869942736397,35.746760266799626,0,all,1,0.6130761293281357
