Predictor variable,Categorical,Sample average
canopy.cover,false,0.5853377758872276
downed.wood.cover,false,0.03908185345718783
elevation,false,277.28602031632965
grass.cover,false,0.6592260645885094
heat.load.index,false,0.6588599699385026
litter.cover,false,0.1866833022339087
slope,false,9.895524568417493
