Predictor variable,Categorical,Sample average
canopy.cover,false,0.7080546438694
downed.wood.cover,false,0.038535002060234545
elevation,false,321.2170745849609
grass.cover,false,0.6065117806196213
heat.load.index,false,0.6790691614151001
litter.cover,false,0.24812138974666595
slope,false,9.183139181137085
