X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,9.079072020247825E-4,25.499989801263126,0.3643674383314273
2.0,2.0,train,0.0036151613467477603,82.63342462954671,0.6953584724659051
3.0,3.0,train,0.003605179996398009,82.2719014784573,0.6947724772675689
4.0,4.0,train,0.0031800038584923916,77.59512912820064,0.667530655778057
5.0,5.0,train,0.0024831626766174883,68.00587245506173,0.6105651142806168
6.0,6.0,train,0.0021982982192428687,60.43430818333931,0.5812334239560023
7.0,7.0,train,0.003520396367109131,81.55412833198557,0.689702500937197
8.0,8.0,train,0.004291313124664633,86.58969783694951,0.7304187209371747
9.0,9.0,train,0.0018999642178869145,53.11750190503026,0.5453724145869094
10.0,10.0,train,0.0016622632533415526,48.113934142610965,0.5120814796021119
