Predictor variable,Categorical,Sample average
canopy.cover,false,0.6403839705806029
downed.wood.cover,false,0.05115116007724091
elevation,false,378.01550774825245
grass.cover,false,0.4290838317063294
heat.load.index,false,0.6371862809909018
litter.cover,false,0.4519326796657161
slope,false,19.488105874312552
